Key,Source,Context,Changes,English,French,German,Klingon,Spanish
craftSkillGuns,progression,Skill,KeyChanged,Gun Smithing,Forgeron d'armes à feu,Feuerwaffenschmied,,Forjar pistolas
craftSkillMiscellaneous,progression,Skill,KeyChanged,Misc Crafting,Fabrication diverse,Sonstiger Handwerksmeister,,Fabricación varia
craftSkillScience,progression,Skill,KeyChanged,Science,Science,Wissenschaft,,Por la ciencia
craftSkillTools,progression,Skill,KeyChanged,Tool Smithing,Forgeron d'outils,Werkzeugschmied,,Forja de herramientas
craftSkillWeapons,progression,Skill,KeyChanged,Weapon Smithing,Forgeron d'armes,Waffenschmied,,Forja de armas
awningBlock,blocks,Block,KeyChanged EnChanged,Awning Block,Bloc en toile marron,Stoffplane – Block,,Bloque canela de toldo
awningCNRFull,blocks,Block,KeyChanged EnChanged,Awning Corner Full,Angle complet en toile marron,Stoffplane – Komplette Ecke,,Esquina canela de toldo
awningCNRInside,blocks,Block,KeyChanged EnChanged,Awning Corner Inside,Angle intérieur en toile marron,Stoffplane – Innenecke,,Esquina interior canela de toldo
awningCNRRound,blocks,Block,KeyChanged EnChanged,Awning Corner Round,Angle arrondi en toile marron,Stoffplane – Abgerundete Ecke,,Esquina redonda canela de toldo
awningGable,blocks,Block,KeyChanged EnChanged,Awning Gable,Pignon en toile marron,Stoffplane – Giebel,,Frontón canela de toldo
awningPyramid,blocks,Block,KeyChanged EnChanged,Awning Pyramid,Pyramide en toile marron,Stoffplane – Pyramide,,Pirámide canela de toldo
awningRamp,blocks,Block,KeyChanged EnChanged,Awning Ramp,Rampe en toile marron,Stoffplane – Rampe,,Rampa canela de toldo
cntCabinetOldCNRRoundFiller,blocks,Container,KeyChanged EnChanged,Cabinet Rounded (No Loot),Meuble de rangement arrondi,Unterschrank - abgerundete Ecke (keine Beute),,Vitrina redondeada
cntShippingCrateShamway,blocks,Container,KeyChanged EnChanged,Shamway Shipping Crate,Caisse de provisions Shamway,Shamway-Frachtkiste,,Caja de suministros de Shamway
cntShippingCrateShotgunMessiah,blocks,Container,KeyChanged EnChanged,Shotgun Messiah Shipping Crate,Caisse de provisions Shotgun Messiah,Revolverheld-Frachtkiste,,Caja de suministros de escopeta Mesías
cntShippingCrateWorkingStiffs,blocks,Container,KeyChanged EnChanged,Working Stiffs Shipping Crate,Caisse de provisions Working Stiffs,Working-Stiffs-Frachtkiste,,Caja de suministros de Working Stiffs
craftSkillGunsDesc,progression,Skill,KeyChanged EnChanged,"Decrease repair penalties and get more from repair kits. Reduce ammunition crafting time. Buy levels of this perk to increase your skill from Crude to Novice, Apprentice, Journeyman, Professional and Master level.",Diminuez les pénalités de réparation et obtenez davantage de kits de réparation. Diminuez le temps de fabrication des munitions. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.,"Senke die Reparaturabzüge und hole mehr aus deinen Reparaturkits heraus. Senke die benötigte Zeit, um Munition zu fertigen. Kaufe die Fertigkeit um die Qualität von Krud auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,Disminuye los castigos de reparación y otorga más kits de reparación. Reduce el tiempo de fabricación de munición. Mejora tu habilidad fabricando y reparando objetos de este grupo.
craftSkillMiscellaneousDesc,progression,Skill,KeyChanged EnChanged,"Craft anything from the Misc Crafting group faster. Buy levels of this perk to increase your skill from Crude to Novice, Apprentice, Journeyman, Professional and Master level.",Fabriquez plus rapidement n'importe quel élément du groupe Fabrication diverse. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.,"Fertige alles in der Kategorie „Sonstiges“ schneller.t und reparierst. Kaufe die Fertigkeit um die Qualität von Krud auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,Fabrica cualquier objeto del grupo Fabricación varia más rápido. Mejora tu habilidad fabricando y reparando objetos de este grupo.
craftSkillScienceDesc,progression,Skill,KeyChanged EnChanged,"Craft medical, chemical, mechanical and trap items faster and at better quality if applicable. Buy levels of this perk to increase your skill from Crude to Novice, Apprentice, Journeyman, Professional and Master level.","Fabriquez des objets médicaux, chimiques, mécaniques et des pièges plus rapidement et de meilleure qualité, le cas échéant. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.","Fertige medizinische, chemische und mechanische Gegenstände sowie Fallen schneller und von besserer Qualität, falls zutreffend. Kaufe die Fertigkeit um die Qualität von Krud auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,"Cuando aplique, fabrica objetos médicos, químicos, mecánicos y trampas más rápido y con mejor calidad. Mejora tu habilidad fabricando y reparando objetos de este grupo."
craftSkillToolsDesc,progression,Skill,KeyChanged EnChanged,"Craft handheld and motorized tools faster and at better quality. Decrease repair penalties and get more from repair kits. Buy levels of this perk to increase your skill from Crude to Novice, Apprentice, Journeyman, Professional and Master level.",Fabriquez les outils manuels et motorisés plus rapidement et de meilleure qualité. Diminuez les pénalités de réparation et obtenez davantage de kits de réparation. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.,"Fertige Handwerkzeuge und motorisierte Werkzeuge schneller und von besserer Qualität. Senke die Reparaturabzüge und hole mehr aus deinen Reparaturkits heraus. Kaufe die Fertigkeit um die Qualität von Krud auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,Fabrica herramientas de mano y motorizadas más rápido y de mejor calidad. Disminuye los castigos de reparación y otorga más kits de reparación. Mejora tu habilidad fabricando y reparando objetos de este grupo.
craftSkillWeaponsDesc,progression,Skill,KeyChanged EnChanged,"Craft bows, crossbows, their ammo and handheld melee weapons faster and with higher quality. Lower repair penalties and get more from repair kits. Buy levels of this perk to increase your skill from Crude to Novice, Apprentice, Journeyman, Professional and Master level.","Fabriquez des arcs, des arbalètes, des flèches et des carreaux, et des armes de mêlée plus rapidement et de meilleure qualité. Réduisez les pénalités de réparation et obtenez davantage des kits de réparation. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.","Fertige Bogen, Armbrüste, die jeweilige Munition und Nahkampfwaffen schneller und von besserer Qualität. Senke die Reparaturabzüge und hole mehr aus deinen Reparaturkits heraus. Kaufe die Fertigkeit um die Qualität von Krud auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,"Fabrica arcos, ballestas, su munición y armas cuerpo a cuerpo de mano más rápido y de mejor calidad. Reduce los castigos de reparación y otorga más kits de reparación. Mejora tu habilidad al fabricar y reparar objetos de este grupo."
burntWoodBlock1,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 1,Bardage en bois blanc brûlé 1,Verkohltes Holz – Block 1,,Panel de madera blanco para revestimiento quemado 1
burntWoodBlock2,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 2,Bardage en bois blanc brûlé 2,Verkohltes Holz – Block 2,,Panel de madera blanco para revestimiento quemado 2
burntWoodBlock3,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 3,Bardage en bois blanc brûlé 3,Verkohltes Holz – Block 3,,Panel de madera blanco para revestimiento quemado 3
burntWoodBlock4,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 4,Bardage en bois blanc brûlé 4,Verkohltes Holz – Block 4,,Panel de madera blanco para revestimiento quemado 4
burntWoodBlock5,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 5,Bardage en bois blanc brûlé 5,Verkohltes Holz – Block 5,,Panel de madera blanco para revestimiento quemado 5
burntWoodBlock6,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 6,Bardage en bois blanc brûlé 6,Verkohltes Holz – Block 6,,Panel de madera blanco para revestimiento quemado 6
burntWoodRamp7,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Ramp 7,Bardage en bois blanc brûlé 7,Verkohltes Holz – Rampe 7,,Panel de madera blanco para revestimiento quemado 7
burntWoodWedge7,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Wedge 7,Bardage en bois blanc brûlé 7,Verkohltes Holz – Schräge 7,,Panel de madera blanco para revestimiento quemado 7
leatherChairCouchSofa,blocks,Block,KeyChanged EnChanged GrChanged,Leather Chair,Chaise 04,Ledersessel,,Silla04
leatherCouchSofa,blocks,Block,KeyChanged EnChanged GrChanged,Leather Sofa,Canapé 02,Ledersofa,,Sofá02
painKillersTooltip,buffs,Buff,KeyCon KgNone,You took painkillers.,Vous avez pris des antidouleurs.,Du hast Schmerzmittel genommen.,,Tomaste analgésicos.
airConditioner,blocks,Block,KgNone,Air Conditioner,Climatiseur,Klimaanlage,,Aire acondicionado
alphabetLetterSignGroupDesc,blocks,Block,KgNone,Create your own billboards with these single letter signs.,Créez vos propres panneaux grâce à ces lettres.,Erstelle mit diesen Buchstaben deine eigenen Plakatwände.,,Crea tus propios carteles con estas letras.
awningGroupDesc,blocks,Block,KgNone,An awning made from cloth.,Une toile en tissu.,Eine Stoffplane.,,Un toldo hecho de tela.
bed01,blocks,Block,KgNone,An Old Bed,Un vieux lit,Altes Bett,,Una cama vieja
bed01Frame,blocks,Block,KgNone,Iron Bed Frame,Cadre de lit en fer,Eisenbettgestell,,Bastidor de cama de hierro
bed02,blocks,Block,KgNone,King Size Bed,Grand lit,Doppelbett,,Cama king size
bedGroupDesc,blocks,Block,KgNone,Placing it on the ground will let you spawn there when you die and then show the spot on your map.,"En le plaçant à terre, vous pourrez réapparaître à cet endroit lorsque vous mourrez et il sera indiqué sur votre carte.","Wenn du dies platzierst, kannst du dort wiedererscheinen, falls du stirbst. Außerdem wird der Standort auf deiner Karte angezeigt.",,"Si la colocas en el suelo, revives allí cada vez que mueras. Además, se mostrará el lugar en el mapa."
brickBlock,blocks,Block,KgNone,Bricks,Briques,Ziegel,,Ladrillos
brickCNRFull,blocks,Block,KgNone,Brick Full Corner,Angle complet en brique,Ziegel – Komplette Ecke,,Esquina de ladrillo
brickCNRInside,blocks,Block,KgNone,Brick Inside Corner,Angle intérieur en brique,Ziegel – Innenecke,,Esquina interior de ladrillo
brickCNRRamp,blocks,Block,KgNone,Brick Ramp Corner,Angle de rampe en brique,Ziegel – Rampenecke,,Esquina de rampa de ladrillo
brickCNRRound,blocks,Block,KgNone,Brick Corner Round,Angle arrondi en brique,Ziegel – Abgerundete Ecke,,Esquina redonda de ladrillo
brickPlate,blocks,Block,KgNone,Brick Plate,Plaque en brique,Ziegel – Platte,,Placa de ladrillo
brickRamp,blocks,Block,KgNone,Brick Ramp,Rampe en brique,Ziegelrampe,,Rampa de ladrillo
bridgeAsphaltBlock,blocks,Block,KgNone,Bridge Asphalt Block,Bloc de pont en asphalte,Brücke – Asphaltblock,,Puente Bloque de asfalto
bridgeConcreteBlock,blocks,Block,KgNone,Bridge Concrete Block,Bloc de pont en béton,Brücke – Betonblock,,Puente Bloque de hormigón
bridgeMetalRivetBlock,blocks,Block,KgNone,Bridge Metal Rivet Block,Bloc de pont à rivets métalliques,Brücke – Genieteter Metallblock,,Puente Bloque con remaches de metal
bridgeWoodBlock,blocks,Block,KgNone,Bridge Wood Block,Bloc de pont en bois,Brücke – Holzblock,,Puente Bloque de madera
burningBarrel,blocks,Block,EnChanged,Burning Barrel (POI),Baril en feu,Brennendes Fass (POI),,Barril en llamas
cable1,blocks,Block,KgNone,Cable1,Câble 1,Kabel 1,,Cable 1
camoNetBlock,blocks,Block,KgNone,Camo Netting Block,Bloc en filet de camouflage,Tarnnetz – Block,,Bloque de red de camuflaje
camoNetCNRFull,blocks,Block,KgNone,Camo Netting Corner,Angle en filet de camouflage,Tarnnetz – Ecke,,Esquina de red de camuflaje
camoNetGroupDesc,blocks,Block,KgNone,"Camouflage your base! Unfortunately, zombies seem to find you by smell.","Camouflez votre base ! Malheureusement, les zombies semblent vous repérer à l'odeur.",Tarne deine Basis! Leider können Zombies dich anscheinend wittern.,,"¡Oculta tu base! Por desgracia, los zombis pueden encontrarte con su olfato."
camoNetRamp,blocks,Block,KgNone,Camo Netting Ramp,Rampe en filet de camouflage,Tarnnetz – Rampe,,Rampa de red de camuflaje
camoNetSheet,blocks,Block,KgNone,Camo Netting,Filet de camouflage,Tarnnetz,,Red de camuflaje
cashRegisterEmpty,blocks,Block,KgNone,Cash Register Empty,Caisse enregistreuse vide,Registrierkasse leer,,Caja registradora vacía
ceilingLight01,blocks,Block,EnChanged,Simple Light (POI),Luminaire de plafond 01,Deckenlampe 01 (POI),,Lámpara de techo 01
ceilingLight02,blocks,Block,EnChanged,Silver Dome Light (POI),Luminaire de plafond 02,Deckenlampe 02 (POI),,Lámpara de techo 02
ceilingLight02Brass,blocks,Block,EnChanged,Brass Dome Light (POI),Luminaire de plafond 02 en laiton,Deckenlampe 02 – Messing (POI),,Lámpara de techo de latón 02
ceilingLight04,blocks,Block,EnChanged,Warehouse Ceiling Light (POI),Luminaire de plafond 04,Deckenlampe 04 (POI),,Lámpara de techo 04
ceilingLight05,blocks,Block,EnChanged,Silver Glass Light (POI),Luminaire de plafond 05,Deckenlampe 05 (POI),,Lámpara de techo 05
ceilingLight05Brass,blocks,Block,EnChanged,Brass Glass Light (POI),Luminaire de plafond 05 en laiton,Deckenlampe 05 – Messing (POI),,Lámpara de techo de latón 05
ceilingLight07,blocks,Block,EnChanged,Fluorescent Light (POI),Luminaire de plafond 07,Deckenlampe 07 (POI),,Lámpara de techo 07
chair01,blocks,Block,KgNone,Old Chair,Vieille chaise,Alter Stuhl,,Silla vieja
chaulkboardPlate,blocks,Block,KgNone,Chalkboard Plate,Plaque de tableau noir,Kreidetafel-Platte,,Placa de pizarra
cinderBlocks01,blocks,Block,KgNone,Cinder Blocks01,Parpaings 01,Porenbetonsteine 01,,Bloques de cemento 01
cinderBlocks02,blocks,Block,KgNone,Cinder Blocks02,Parpaings 02,Porenbetonsteine 02,,Bloques de cemento 02
cinderBlocks03,blocks,Block,KgNone,Cinder Blocks03,Parpaings 03,Porenbetonsteine 03,,Bloques de cemento 03
cobblestoneBlock,blocks,Block,KgNone,Cobblestone Block,Bloc de pavés,Pflastersteinblock,,Bloque de adoquines
cobblestoneRamp,blocks,Block,KgNone,Cobblestone Ramp,Rampe en pavés,Pflastersteinrampe,,Rampa de adoquines
cobblestoneStairs25,blocks,Block,KgNone,Cobblestone Stairs,Escaliers en pavés,Pflastersteinstufen,,Escaleras de adoquines
cobblestoneStairs25Desc,blocks,Block,KgNone,Can be upgraded to concrete.,Ils peuvent également être améliorés pour obtenir des escaliers en béton.,Aufwertung zu Beton möglich.,,Se puede mejorar a hormigón.
cobweb,blocks,Block,KgNone,Cobweb,Toile d'araignée,Spinnennetz,,Telaraña
cobwebDesc,blocks,Block,KgNone,A cobweb made by a spider. If this was Marvel it might mean something.,"La toile d'une araignée. Chez Marvel, ça aurait peut-être voulu dire quelque chose.","Das Netz einer Spinne. Wenn das hier Marvel wäre, dann könnte das auch etwas bedeuten.",,Una telaraña hecha por una araña. Si esto fuera Marvel podría significar algo.
concreteBlock,blocks,Block,KgNone,Concrete Block,Bloc de béton,Betonblock,,Bloque de hormigón
concreteCNRFull,blocks,Block,KgNone,Concrete Full Corner,Angle complet en béton,Beton – Komplette Ecke,,Esquina de hormigón
concreteCNRInside,blocks,Block,KgNone,Concrete Inside Corner,Angle intérieur en béton,Beton – Innenecke,,Esquina interior de hormigón
concreteCNRRamp,blocks,Block,KgNone,Concrete Ramp Corner,Angle de rampe en béton,Beton – Rampenecke,,Esquina de rampa de hormigón
concreteCTRPlate,blocks,Block,KgNone,Concrete Plate Centered,Plaque centrée en béton,Betonplatte mittig,,Placa de hormigón centrada
concreteEighth,blocks,Block,KgNone,Concrete 1/8 Block,1/8 de bloc de béton,1/8 Betonblock,,1/8 de bloque de hormigón
concreteFormBlock,blocks,Block,KgNone,Concrete Form Block,Bloc moule de béton,Betonschalung – Block,,Bloque de forma de hormigón
concreteFormCNRInside,blocks,Block,KgNone,Concrete Form Corner Inside,Angle intérieur - finition béton,Betonschalung – Innenecke,,Esquina interior de forma de hormigón
concreteFormRamp,blocks,Block,KgNone,Concrete Form Ramp,Rampe en béton coffré,Betonschalung – Rampe,,Rampa de forma de hormigón
concreteHalf,blocks,Block,KgNone,Concrete 1/2 Block,1/2 de bloc de béton,1/2 Betonblock,,1/2 de bloque de hormigón
concretePillar100,blocks,Block,KgNone,Concrete Pillar 100,Pilier 100 en béton,Betonsäule 100,,Pilar de hormigón 100
concretePillar50,blocks,Block,KgNone,Concrete Pillar 50,Pilier 50 en béton,Betonsäule 50,,Pilar de hormigón 50
concretePlate,blocks,Block,KgNone,Concrete Plate,Plaque en béton,Betonplatte,,Placa de hormigón
concretePole,blocks,Block,KgNone,Concrete Pole,Poteau en béton,Betonpfosten,,Poste de hormigón
concretePyramid,blocks,Block,KgNone,Concrete Pyramid,Pyramide en béton,Betonpyramide,,Pirámide de hormigón
concreteQuarter,blocks,Block,KgNone,Concrete 1/4 Block,1/4 de bloc de béton,1/4 Betonblock,,1/4 de bloque de hormigón
concreteRamp,blocks,Block,KgNone,Concrete Ramp,Rampe en béton,Betonrampe,,Rampa de hormigón
concreteStairs25,blocks,Block,KgNone,Concrete Stairs,Escaliers en béton,Betonstufen,,Escaleras de hormigón
